x0,x1,label
-1.4213710770996284,-0.9526869129217563,0
-1.2337754227660276,-0.6715666691550761,0
-0.8372364745583528,-1.1948394511455311,0
-0.5635354586278584,-0.8772919226424227,0
-0.7619684340424756,-0.5235761051164867,0
-0.6873995548289423,-0.7814965251445601,0
-0.776288541323346,-0.33420660268374625,0
-0.7061098038673042,-0.8493221036616985,0
-1.3400943626766173,-0.5536889227669203,0
-0.9632354641156563,-0.7805984395012517,0
-0.9355610961266807,-0.9731846915841559,0
-1.1518036748922509,-0.4391365752980988,0
-0.5500000046965401,-0.36771496889687527,0
-1.2813804971667022,-0.9034039989225549,0
-1.179308491399029,-1.0734960354657483,0
-0.816070756531981,-1.1116956459269174,0
-0.7356053582549256,-0.6609484014616153,0
-0.7202749424249159,-1.3390716772093143,0
-1.7789559312667635,-1.205606784596602,0
-0.8201067981935561,-0.8854620582308077,0
-0.9808090939959156,-1.1737965466006028,0
-1.1610648517021722,-0.9117344027183275,0
-0.9203744753575048,-1.2337660911069068,0
-1.3379919263244482,-1.0114298655856242,0
-0.7683913506942124,-0.39979239647894,0
-1.1590190121818764,-1.0480709129594084,0
-0.848753983291474,-0.9534033224366074,0
-0.9011755273611614,-1.0393152355370379,0
-1.087700389014349,-0.6633934969264084,0
-1.3833360528430265,-0.9073759791745645,0
-1.3589512784233138,-0.41087008591035123,0
-0.8858326479780605,-1.2429933984982184,0
-0.9451004230647984,-1.191287224599116,0
-1.161632067022874,-1.074162726545827,0
-1.2699760259382231,-0.9781464434536049,0
-0.8711459801074005,-0.770218478718966,0
-0.7508159849443041,-1.0398269481427993,0
-1.374325327819078,-1.552325152130223,0
-1.1575163099569101,-0.8136004064630005,0
-0.8057508708096902,-1.2761329666321166,0
-1.3468679105689165,-0.9082776747772751,0
-0.911102423948463,-0.8279134459230032,0
-0.6969994329900312,-0.8612110867773981,0
-1.118805221101655,-0.7465371652356734,0
-0.9432284278815457,-0.7966427960424806,0
-0.5093899202704858,-1.4087646662061666,0
-0.9536115316217517,-1.2689578022796328,0
-1.1939310936725491,-0.6159518864465366,0
-0.7919105731068324,-0.944280870616534,0
-0.690594096241544,-0.8349955855454442,0
-1.6994726736211254,-0.594633222717144,0
-1.427370194390965,-1.595405447815389,0
-0.5839336690550817,0.00711731554494662,0
-1.1454862035797857,-0.9569028179325443,0
-0.7151943608944852,-0.7111712283206963,0
-0.8673731251138418,-0.7685966739353316,0
-1.2446818454204769,-1.297984341044621,0
-1.5888108447936309,-2.0029029905593547,0
-1.1328650316424913,-0.6874646343098213,0
-0.6744616950256678,-0.5755293783915737,0
-0.5947075955714256,-1.1129296218955669,0
-0.8706697565742486,-0.5523919050674646,0
-1.0462413193446825,-0.8583469734717478,0
-1.3227745676226803,-1.0074384376260808,0
-0.9153682660559656,-0.6752924579268974,0
-0.9308655504214968,-0.9563568750945554,0
-1.575344378032095,-0.9172308363482047,0
-1.3361594565792487,-0.9704060153920503,0
-1.0861647114496633,-1.1567061279946274,0
-1.1410487538284209,-0.8527700666654939,0
-1.4241081624158385,-0.6750859604428617,0
-1.1704428398224513,-0.9253841636066009,0
-0.7243694094443088,-0.902376078199027,0
-0.42724315797975965,-1.0623883613870218,0
-0.6420939969140385,-0.6517495131832964,0
-0.7538785502786298,-0.841093170575554,0
-1.0465704824277706,-0.7506112927350896,0
-1.2285150548907857,-1.0048423673374152,0
-1.127393433966961,-1.6865478080031033,0
-0.6525469522583602,-1.0371697070944483,0
-1.423826278204749,-1.2049639002114156,0
-0.7420420163266185,-1.1810017915154039,0
-1.0451230962792897,-0.8748860777184412,0
-1.082817410166178,-1.121684542733522,0
-0.4484940871587016,-0.5889843901966898,0
-0.6549785425758607,-1.2183382565659233,0
-1.155794347162254,-1.1645076870023774,0
-0.8395628439829889,-0.6028617312463544,0
-0.08690152722441444,-0.7647615542459338,0
-1.1310207248880717,-0.9919200944793505,0
-0.4601705230019748,-1.2590211663250546,0
-1.1528136643065523,-0.7490843706621254,0
-0.888332786593545,-0.9439923413000546,0
-1.0571104708526862,-0.07694339500368229,0
-1.1616430468778363,-0.746275000083681,0
-0.7529855829146842,-0.8569870332773898,0
-0.5244762561665802,-1.5052052285996596,0
-0.5602668995681251,-1.2984656569304789,0
-0.9873936428598976,-0.8450603322743058,0
-0.8890064145432118,-0.9555865227076628,0
-0.7644190231639317,-1.052205954193712,0
-1.538354512428502,-1.4170915225795992,0
-0.642441407390951,-1.175878809395787,0
-1.0789486840988514,-0.8157650500096282,0
-1.2007286518335607,-1.045458933679961,0
-0.9270582119624656,-0.805757084812454,0
-0.9078995727050968,-0.792102917309443,0
-0.5085315404027435,-1.4987625188943516,0
-0.7337334176473935,-0.662653278992034,0
-0.6073902754106443,-1.2272636921262672,0
-1.0772429826026768,-1.1838040564364682,0
-1.2059809481993804,-1.0459808586880113,0
-1.0442688291199231,-0.5660462191028699,0
-0.9062910840423336,-0.7752486854621145,0
-0.42523604358182526,-0.6046389937513221,0
-1.2144952645542442,-0.7354243681404579,0
-1.0883514360409554,-1.0696242259279527,0
-0.8974724369852816,-0.8881687320952615,0
-1.1230591568524764,-1.0035136915153837,0
-1.1031549279087036,-0.540928123681783,0
-0.4799009369687784,-1.121295465891895,0
-0.4718920259217007,-0.6190637526901254,0
-0.9688623058446074,-1.3428676581498122,0
-1.5517732447257444,-0.8864794946464599,0
